movie_title,hero_gender,hero_gender2,release_date,genre,MPAA_rating,total_gross,inflation_adjusted_gross
Holes,male,1,18-Apr-03,Drama,PG,67383924,94203395
The Lizzie McGuire Movie,female,2,2-May-03,Comedy,PG,42734455,59743191
Finding Nemo,female,2,30-May-03,Adventure,G,380529370,518148559
Pirates of the Caribbean: The Curse o…,male,1,9-Jul-03,Adventure,PG-13,305411224,426967926
Freaky Friday,male,1,6-Aug-03,Comedy,PG,110222438,154090360
Open Range,male,1,15-Aug-03,Western,R,58331254,81547672
Cold Creek Manor,male,1,19-Sep-03,Thriller/Suspense,R,21384035,29895090
Under the Tuscan Sun,female,2,26-Sep-03,Comedy,PG-13,43601508,60944053
Veronica Guerin,female,2,17-Oct-03,Drama,R,1569918,2194759
Brother Bear,male,1,24-Oct-03,Adventure,G,85336277,119218333
The Haunted Mansion,male,1,26-Nov-03,Comedy,PG,75817994,105775678
Calendar Girls,female,2,19-Dec-03,Comedy,PG-13,31011616,42379650
Young Black Stallion,male,1,25-Dec-03,Adventure,G,6751389,9254344
Teacher's Pet: The Movie,female,2,16-Jan-04,Comedy,PG,6491969,8812764
Miracle,male,1,6-Feb-04,Drama,PG,64378093,87392478
Confessions of a Teenage Drama Queen,female,2,20-Feb-04,Comedy,PG,29331068,39816568
Hidalgo,male,1,5-Mar-04,Western,PG-13,67286731,91340921
The Ladykillers,female,2,26-Mar-04,Comedy,R,39692139,53881593
Home on the Range,male,1,2-Apr-04,Comedy,PG,50026353,67910166
The Alamo,male,1,9-Apr-04,Western,PG-13,22406362,30416359
Raising Helen,female,2,28-May-04,Comedy,PG-13,37485528,50886144
Around the World in 80 Days,male,1,16-Jun-04,Adventure,PG,24004159,32585356
America's Heart and Soul,female,2,2-Jul-04,Documentary,Not Rated,314000,426246
King Arthur,male,1,7-Jul-04,Adventure,PG-13,51877963,70423706
The Village,male,1,30-Jul-04,Thriller/Suspense,PG-13,114197520,155021748
The Princess Diaries 2: Royal Engagement,female,2,11-Aug-04,Romantic Comedy,G,95149435,129164207
Mr. 3000,male,1,17-Sep-04,Comedy,PG-13,21800302,29593641
The Last Shot,female,2,24-Sep-04,Comedy,R,463730,629502
Ladder 49,male,1,1-Oct-04,Action,PG-13,74541707,101161045
The Incredibles,female,2,5-Nov-04,Adventure,PG,261441092,354488708
National Treasure,male,1,19-Nov-04,Adventure,PG,173005002,234069353
The Life Aquatic with Steve Zissou,male,1,10-Dec-04,Comedy,R,24006726,32198655
Aliens of the Deep,female,2,28-Jan-05,Documentary,G,8968684,11740942
Pooh's Heffalump Movie,male,1,11-Feb-05,Adventure,G,18098433,23801835
The Pacifier,male,1,4-Mar-05,Comedy,PG,113006880,148619029
Ice Princess,female,2,18-Mar-05,Comedy,G,24381334,32064685
A Lot Like Love,female,2,22-Apr-05,Comedy,PG-13,21835784,28716947
The Hitchhiker's Guide to the Galaxy,female,2,29-Apr-05,Comedy,PG,51019112,67096891
Hauru no ugoku shiro,male,1,10-Jun-05,Adventure,PG,4710455,6194870
Herbie: Fully Loaded,male,1,22-Jun-05,Comedy,G,66010682,86812798
Dark Water,male,1,8-Jul-05,Thriller/Suspense,PG-13,25473093,33500491
Sky High,male,1,29-Jul-05,Adventure,PG,63939454,84088854
Valiant,female,2,19-Aug-05,Adventure,G,19478106,25616292
Flightplan,female,2,23-Sep-05,Thriller/Suspense,PG-13,89706988,117960425
The Greatest Game Ever Played,male,1,30-Sep-05,Drama,PG,15331289,20162672
Shopgirl,female,2,21-Oct-05,Drama,R,10284523,13519621
Chicken Little,male,1,4-Nov-05,Adventure,G,135386665,177954661
"The Chronicles of Narnia: The Lion, t…",male,1,9-Dec-05,Adventure,PG,291710957,381557539
Casanova,male,1,25-Dec-05,Drama,R,11304403,14574087
Glory Road,female,2,13-Jan-06,Drama,PG,42647449,54888236
Annapolis,female,2,27-Jan-06,Drama,PG-13,17127992,22044113
Roving Mars,female,2,27-Jan-06,Documentary,G,10407978,12948025
Eight Below,female,2,17-Feb-06,Adventure,PG,81612565,105037235
The Shaggy Dog,male,1,10-Mar-06,Comedy,PG,61123569,78667428
Stay Alive,male,1,24-Mar-06,Horror,PG-13,23086480,29712825
The Wild,male,1,14-Apr-06,Adventure,G,37384046,48114115
Stick It,female,2,28-Apr-06,Comedy,PG-13,26910736,34634731
Goal! The Dream Begins,male,1,12-May-06,Drama,PG,4283255,5512647
Cars,male,1,9-Jun-06,Comedy,G,244082982,314140384
Pirates of the Caribbean: Dead Man’…,male,1,7-Jul-06,Adventure,PG-13,423315812,544817142
Step Up,female,2,11-Aug-06,Drama,PG-13,65328121,84078780
Invincible,female,2,25-Aug-06,Drama,PG,57806952,74398864
The Guardian,male,1,29-Sep-06,Action,PG-13,55011732,70801353
The Prestige,male,1,20-Oct-06,Thriller/Suspense,PG-13,53089891,68289913
Tim Burton's The Nightmare Before Chr…,male,1,20-Oct-06,Musical,PG,24732041,30737517
The Santa Clause 3: The Escape Clause,male,1,3-Nov-06,Comedy,G,84500122,108694869
Déjà Vu,male,1,22-Nov-06,Thriller/Suspense,PG-13,64038616,82267038
Apocalypto,male,1,8-Dec-06,Adventure,R,50866635,64959548
Primeval,female,2,12-Jan-07,Adventure,R,10597734,12985302
Bridge to Terabithia,female,2,16-Feb-07,Drama,PG,82234139,100760721
Wild Hogs,female,2,2-Mar-07,Comedy,PG-13,168213584,206110533
Meet the Robinsons,male,1,30-Mar-07,Adventure,G,97822171,119860589
The Lookout,male,1,30-Mar-07,Drama,R,4600585,5637048
The Hoax,female,2,6-Apr-07,Drama,R,7164995,8779196
The Invisible,male,1,27-Apr-07,Thriller/Suspense,PG-13,20568319,25202168
Pirates of the Caribbean: At World’…,male,1,24-May-07,Adventure,PG-13,309420425,379129960
Ratatouille,male,1,29-Jun-07,Comedy,G,206445654,252955933
Underdog,male,1,3-Aug-07,Adventure,PG,43760605,53619462
The Game Plan,male,1,22-Sep-07,Comedy,PG,90648202,111010758
Dan in Real Life,male,1,20-Oct-07,Romantic Comedy,PG-13,47642963,58350234
Enchanted,female,2,21-Nov-07,Romantic Comedy,PG,127706877,156074310
National Treasure 2: Book of Secrets,male,1,21-Dec-07,Adventure,PG,219961501,267003525
Hannah Montana/Miley Cyrus: Best of B…,female,2,1-Feb-08,Concert/Performance,G,65281781,76646993
Step Up 2 the Streets,male,1,14-Feb-08,Drama,PG-13,58017783,68118371
College Road Trip,female,2,7-Mar-08,Comedy,G,45610425,53550960
The Chronicles of Narnia: Prince Caspian,female,2,16-May-08,Adventure,PG,141621490,166277038
WALL-E,male,1,27-Jun-08,Adventure,G,223808164,262771918
Swing Vote,male,1,1-Aug-08,Comedy,PG-13,16289867,19125841
Goal! 2: Living the Dream...,male,1,29-Aug-08,Drama,PG-13,225067,264247
Miracle at St. Anna,male,1,26-Sep-08,Drama,R,7916887,9295171
Beverly Hills Chihuahua,male,1,3-Oct-08,Comedy,PG,94514402,110932022
Morning Light,male,1,17-Oct-08,Documentary,PG,275093,322979
High School Musical 3: Senior Year,female,2,24-Oct-08,Musical,G,90559416,106308538
Bolt,male,1,21-Nov-08,Comedy,PG,114053759,133702498
Bedtime Stories,male,1,25-Dec-08,Comedy,PG,110101975,128039679
Confessions of a Shopaholic,female,2,13-Feb-09,Romantic Comedy,PG,44277350,49767744
Jonas Brothers: The 3D Concert Experi…,male,1,27-Feb-09,Concert/Performance,G,38174685,38174685
Race to Witch Mountain,female,2,13-Mar-09,Adventure,PG,67172594,75501997
Hannah Montana the Movie,female,2,10-Apr-09,Drama,G,79576189,89443640
Earth,male,1,22-Apr-09,Documentary,G,32011576,35981010
Up,male,1,29-May-09,Adventure,PG,293004164,329336681
The Proposal,female,2,19-Jun-09,Romantic Comedy,PG-13,163958031,184288829
G-Force,male,1,24-Jul-09,Adventure,PG,119436770,134246932
Gake no ue no Ponyo,male,1,14-Aug-09,Adventure,G,15090399,16961607
X Games 3D: The Movie,male,1,21-Aug-09,Documentary,PG,1391434,1563976
Walt and El Grupo,male,1,10-Sep-09,Documentary,PG,20521,23064
Surrogates,female,2,25-Sep-09,Action,PG-13,38577772,43361416
Toy Story 3D Double Feature,male,1,2-Oct-09,Adventure,G,30702446,34509545
Disney's A Christmas Carol,male,1,6-Nov-09,Drama,PG,137855863,154927105
The Princess and the Frog,female,2,25-Nov-09,Adventure,G,104400899,116316457
Old Dogs,female,2,25-Nov-09,Comedy,PG,49492060,55503929
When in Rome,female,2,29-Jan-10,Romantic Comedy,PG-13,32680633,34917330
Alice in Wonderland,female,2,5-Mar-10,Adventure,PG,334191110,357063499
Waking Sleeping Beauty,female,2,26-Mar-10,Documentary,PG,80741,86264
The Last Song,male,1,31-Mar-10,Drama,PG,62950384,67258772
Oceans,male,1,22-Apr-10,Documentary,G,19422319,20751600
Prince of Persia: Sands of Time,male,1,28-May-10,Action,PG-13,90759676,96971361
Toy Story 3,male,1,18-Jun-10,Adventure,G,415004880,443408255
The Sorcerer's Apprentice,female,2,14-Jul-10,Adventure,PG,63150991,67473105
Step Up 3D,female,2,6-Aug-10,Drama,PG-13,42400223,45302137
Gedo Senki (Tales from Earthsea),female,2,13-Aug-10,Adventure,PG-13,48658,51988
You Again,female,2,24-Sep-10,Comedy,PG,25702053,27461121
Secretariat,female,2,8-Oct-10,Drama,PG,59699513,63781920
Tangled,female,2,24-Nov-10,Adventure,PG,200821936,214388548
Tron: Legacy,male,1,17-Dec-10,Adventure,PG,172062763,183619259
Gnomeo and Juliet,male,1,11-Feb-11,Comedy,G,99967670,106270797
I am Number Four,female,2,18-Feb-11,Adventure,PG-13,55100437,58574607
Mars Needs Moms,female,2,11-Mar-11,Adventure,PG,21392758,22741603
African Cats,female,2,22-Apr-11,Documentary,G,15428747,16401551
Zokkomon,male,1,22-Apr-11,Adventure,PG,2815,2984
Prom,female,2,29-Apr-11,Comedy,PG,10130219,10768946
Pirates of the Caribbean: On Stranger…,male,1,20-May-11,Adventure,PG-13,241063875,256263359
Cars 2,male,1,24-Jun-11,Adventure,G,191450875,203522177
Winnie the Pooh,male,1,15-Jul-11,Adventure,G,26692846,28375869
The Help,female,2,10-Aug-11,Drama,PG-13,169705587,180404976
Fright Night,male,1,19-Aug-11,Horror,R,18298649,19452402
Real Steel,male,1,7-Oct-11,Action,PG-13,85463309,90848019
The Muppets,male,1,23-Nov-11,Comedy,PG,88625922,94189503
War Horse,male,1,25-Dec-11,Drama,PG-13,79883359,84762149
The Secret World of Arietty,female,2,17-Feb-12,Adventure,G,19192510,20325733
John Carter,male,1,9-Mar-12,Adventure,PG-13,73058679,77372445
Chimpanzee,male,1,20-Apr-12,Documentary,G,28965459,30675725
The Avengers,male,1,4-May-12,Action,PG-13,623279547,660081224
Brave,female,2,22-Jun-12,Adventure,PG,237282182,251292441
People Like Us,male,1,29-Jun-12,Drama,PG-13,12431792,13165822
The Odd Life of Timothy Green,male,1,15-Aug-12,Drama,PG,51853450,54914942
Frankenweenie,male,1,5-Oct-12,Comedy,PG,35287788,37363513
Wreck-It Ralph,male,1,2-Nov-12,Adventure,PG,189412677,200354959
Lincoln,male,1,9-Nov-12,Drama,PG-13,182207973,192122330
Oz the Great and Powerful,female,2,8-Mar-13,Adventure,PG,234770996,243434130
Iron Man 3,female,2,3-May-13,Action,PG-13,408992272,424084233
Monsters University,male,1,21-Jun-13,Adventure,G,268488329,278395641
The Lone Ranger,female,2,2-Jul-13,Western,PG-13,89302115,92597388
Disney Planes,male,1,9-Aug-13,Comedy,PG,90282580,93614037
The Fifth Estate,male,1,18-Oct-13,Drama,R,3254172,3374251
Thor: The Dark World,male,1,8-Nov-13,Adventure,PG-13,206362140,213962184
Kaze Tachinu,male,1,8-Nov-13,Drama,PG-13,5201879,5367415
Frozen,female,2,22-Nov-13,Adventure,PG,400738009,414997174
Delivery Man,male,1,22-Nov-13,Comedy,PG-13,30659817,31787136
Saving Mr. Banks,male,1,13-Dec-13,Drama,PG-13,83299761,86249969
Need for Speed,male,1,14-Mar-14,Action,PG-13,43568507,44955015
Muppets Most Wanted,male,1,21-Mar-14,Comedy,PG,51178893,52807594
Captain America: The Winter Soldier,male,1,4-Apr-14,Action,PG-13,259746958,268013076
Bears,male,1,18-Apr-14,Documentary,G,17780194,18346024
Million Dollar Arm,male,1,10-May-14,Drama,PG,36447959,37607865
Maleficent,female,2,30-May-14,Adventure,PG,241407328,249089809
Planes: Fire and Rescue,male,1,18-Jul-14,Adventure,PG,59157732,61040349
Guardians of the Galaxy,male,1,1-Aug-14,Adventure,PG-13,333172112,343771168
The Hundred-Foot Journey,male,1,8-Aug-14,Romantic Comedy,PG,54235441,55961409
"Alexander and the Terrible, Horrible,…",male,1,10-Oct-14,Comedy,PG,66954149,69055550
Big Hero 6,male,1,7-Nov-14,Adventure,PG,222527828,229249222
Into the Woods,male,1,25-Dec-14,Musical,PG,128002372,130894237
Strange Magic,female,2,23-Jan-15,Adventure,PG,12429583,12429583
"McFarland, USA",female,2,20-Feb-15,Drama,PG,44480275,44480275
Cinderella,female,2,13-Mar-15,Drama,PG,201151353,201151353
Monkey Kingdom,female,2,17-Apr-15,Documentary,G,16432322,16432322
Avengers: Age of Ultron,female,2,1-May-15,Action,PG-13,459005868,459005868
Tomorrowland,female,2,22-May-15,Adventure,PG,93436322,93436322
Inside Out,female,2,19-Jun-15,Adventure,PG,356461711,356461711
Ant-Man,male,1,17-Jul-15,Action,PG-13,180202163,180202163
Bridge of Spies,female,2,16-Oct-15,Thriller/Suspense,PG-13,72313754,72313754
The Good Dinosaur,male,1,25-Nov-15,Adventure,PG,123087120,123087120
Star Wars Ep. VII: The Force Awakens,male,1,18-Dec-15,Adventure,PG-13,936662225,936662225
The Finest Hours,male,1,29-Jan-16,Thriller/Suspense,PG,27569558,27569558
Zootopia,male,1,4-Mar-16,Adventure,PG,341268248,341268248
The Jungle Book,male,1,15-Apr-16,Adventure,PG,364001123,364001123
A Beautiful Planet,male,1,29-Apr-16,Documentary,G,7895708,7895708
Captain America: Civil War,male,1,6-May-16,Action,PG-13,408084349,408084349
Alice Through the Looking Glass,female,2,27-May-16,Adventure,PG,77042381,77042381
Finding Dory,female,2,17-Jun-16,Adventure,PG,486295561,486295561
The BFG,male,1,1-Jul-16,Adventure,PG,55483770,55483770
Pete’s Dragon,male,1,12-Aug-16,Adventure,PG,76233151,76233151
The Light Between Oceans,female,2,2-Sep-16,Drama,PG-13,12545979,12545979
Queen of Katwe,female,2,23-Sep-16,Drama,PG,8874389,8874389
Doctor Strange,male,1,4-Nov-16,Adventure,PG-13,232532923,232532923
Moana,female,2,23-Nov-16,Adventure,PG,246082029,246082029
Rogue One: A Star Wars Story,male,1,16-Dec-16,Adventure,PG-13,529483936,529483936
